construct,construct_id,category,citation,item_no,item_text,reverse_scored,status,verified_ok (RA: yes/no),correction_if_wrong,notes
Anxiety (DASS-21),dass_21_anxiety,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",1,I was aware of dryness of my mouth,False,needs_verification,,,
Anxiety (DASS-21),dass_21_anxiety,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",2,"I experienced breathing difficulty (e.g. excessively rapid breathing, breathlessness in the absence of physical exertion)",False,needs_verification,,,
Anxiety (DASS-21),dass_21_anxiety,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",3,I experienced trembling (e.g. in the hands),False,needs_verification,,,
Anxiety (DASS-21),dass_21_anxiety,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",4,I was worried about situations in which I might panic and make a fool of myself,False,needs_verification,,,
Anxiety (DASS-21),dass_21_anxiety,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",5,I felt I was close to panic,False,needs_verification,,,
Anxiety (DASS-21),dass_21_anxiety,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",6,"I was aware of the action of my heart in the absence of physical exertion (e.g. sense of heart rate increase, heart missing a beat)",False,needs_verification,,,
Anxiety (DASS-21),dass_21_anxiety,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",7,I felt scared without any good reason,False,needs_verification,,,
Depression (DASS-21),dass_21_depression,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",1,I couldn’t seem to experience any positive feeling at all,False,needs_verification,,,
Depression (DASS-21),dass_21_depression,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",2,I found it difficult to work up the initiative to do things,False,needs_verification,,,
Depression (DASS-21),dass_21_depression,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",3,I felt that I had nothing to look forward to,False,needs_verification,,,
Depression (DASS-21),dass_21_depression,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",4,I felt down-hearted and blue,False,needs_verification,,,
Depression (DASS-21),dass_21_depression,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",5,I was unable to become enthusiastic about anything,False,needs_verification,,,
Depression (DASS-21),dass_21_depression,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",6,I felt I wasn’t worth much as a person,False,needs_verification,,,
Depression (DASS-21),dass_21_depression,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",7,I felt that life was meaningless,False,needs_verification,,,
Stress (DASS-21),dass_21_stress,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",1,I found it hard to wind down,False,needs_verification,,,
Stress (DASS-21),dass_21_stress,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",2,I tended to over-react to situations,False,needs_verification,,,
Stress (DASS-21),dass_21_stress,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",3,I felt that I was using a lot of nervous energy,False,needs_verification,,,
Stress (DASS-21),dass_21_stress,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",4,I found myself getting agitated,False,needs_verification,,,
Stress (DASS-21),dass_21_stress,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",5,I found it difficult to relax,False,needs_verification,,,
Stress (DASS-21),dass_21_stress,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",6,I was intolerant of anything that kept me from getting on with what I was doing,False,needs_verification,,,
Stress (DASS-21),dass_21_stress,Depression/anxiety/stress symptoms,"Lovibond, S. H., & Lovibond, P. F. (1995). Manual for the Depression Anxiety Stress Scales (2nd ed.). Psychology Foundation of Australia.",7,I felt that I was rather touchy,False,needs_verification,,,
Machiavellianism (Dirty Dozen),dirty_dozen_machiavellianism,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",1,I tend to manipulate others to get my way.,False,needs_verification,,,
Machiavellianism (Dirty Dozen),dirty_dozen_machiavellianism,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",2,I have used deceit or lied to get my way.,False,needs_verification,,,
Machiavellianism (Dirty Dozen),dirty_dozen_machiavellianism,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",3,I have used flattery to get my way.,False,needs_verification,,,
Machiavellianism (Dirty Dozen),dirty_dozen_machiavellianism,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",4,I tend to exploit others towards my own end.,False,needs_verification,,,
Narcissism (Dirty Dozen),dirty_dozen_narcissism,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",1,I tend to want others to admire me.,False,needs_verification,,,
Narcissism (Dirty Dozen),dirty_dozen_narcissism,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",2,I tend to want others to pay attention to me.,False,needs_verification,,,
Narcissism (Dirty Dozen),dirty_dozen_narcissism,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",3,I tend to seek prestige or status.,False,needs_verification,,,
Narcissism (Dirty Dozen),dirty_dozen_narcissism,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",4,I tend to expect special favors from others.,False,needs_verification,,,
Psychopathy (Dirty Dozen),dirty_dozen_psychopathy,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",1,I tend to lack remorse.,False,needs_verification,,,
Psychopathy (Dirty Dozen),dirty_dozen_psychopathy,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",2,I tend to be unconcerned with the morality of my actions.,False,needs_verification,,,
Psychopathy (Dirty Dozen),dirty_dozen_psychopathy,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",3,I tend to be callous or insensitive.,False,needs_verification,,,
Psychopathy (Dirty Dozen),dirty_dozen_psychopathy,Dark Triad,"Jonason, P. K., & Webster, G. D. (2010). The Dirty Dozen: A concise measure of the Dark Triad. Psychological Assessment, 22(2), 420–432. https://doi.org/10.1037/a0019265",4,I tend to be cynical.,False,needs_verification,,,
Anxiety (ECR-RS),ecr_rs_anxiety,Adult attachment,"Fraley, R. C., Heffernan, M. E., Vicary, A. M., & Brumbaugh, C. C. (2011). The Experiences in Close Relationships—Relationship Structures questionnaire: A method for assessing attachment orientations across relationships. Psychological Assessment, 23(3), 615–625. https://doi.org/10.1037/a0022898",1,I often worry that this person doesn't really care for me.,False,needs_verification,,,
Anxiety (ECR-RS),ecr_rs_anxiety,Adult attachment,"Fraley, R. C., Heffernan, M. E., Vicary, A. M., & Brumbaugh, C. C. (2011). The Experiences in Close Relationships—Relationship Structures questionnaire: A method for assessing attachment orientations across relationships. Psychological Assessment, 23(3), 615–625. https://doi.org/10.1037/a0022898",2,I'm afraid that this person may abandon me.,False,needs_verification,,,
Anxiety (ECR-RS),ecr_rs_anxiety,Adult attachment,"Fraley, R. C., Heffernan, M. E., Vicary, A. M., & Brumbaugh, C. C. (2011). The Experiences in Close Relationships—Relationship Structures questionnaire: A method for assessing attachment orientations across relationships. Psychological Assessment, 23(3), 615–625. https://doi.org/10.1037/a0022898",3,I worry that this person won't care about me as much as I care about him or her.,False,needs_verification,,,
Avoidance (ECR-RS),ecr_rs_avoidance,Adult attachment,"Fraley, R. C., Heffernan, M. E., Vicary, A. M., & Brumbaugh, C. C. (2011). The Experiences in Close Relationships—Relationship Structures questionnaire: A method for assessing attachment orientations across relationships. Psychological Assessment, 23(3), 615–625. https://doi.org/10.1037/a0022898",1,It helps to turn to this person in times of need.,True,needs_verification,,,
Avoidance (ECR-RS),ecr_rs_avoidance,Adult attachment,"Fraley, R. C., Heffernan, M. E., Vicary, A. M., & Brumbaugh, C. C. (2011). The Experiences in Close Relationships—Relationship Structures questionnaire: A method for assessing attachment orientations across relationships. Psychological Assessment, 23(3), 615–625. https://doi.org/10.1037/a0022898",2,I usually discuss my problems and concerns with this person.,True,needs_verification,,,
Avoidance (ECR-RS),ecr_rs_avoidance,Adult attachment,"Fraley, R. C., Heffernan, M. E., Vicary, A. M., & Brumbaugh, C. C. (2011). The Experiences in Close Relationships—Relationship Structures questionnaire: A method for assessing attachment orientations across relationships. Psychological Assessment, 23(3), 615–625. https://doi.org/10.1037/a0022898",3,I talk things over with this person.,True,needs_verification,,,
Avoidance (ECR-RS),ecr_rs_avoidance,Adult attachment,"Fraley, R. C., Heffernan, M. E., Vicary, A. M., & Brumbaugh, C. C. (2011). The Experiences in Close Relationships—Relationship Structures questionnaire: A method for assessing attachment orientations across relationships. Psychological Assessment, 23(3), 615–625. https://doi.org/10.1037/a0022898",4,I find it easy to depend on this person.,True,needs_verification,,,
Avoidance (ECR-RS),ecr_rs_avoidance,Adult attachment,"Fraley, R. C., Heffernan, M. E., Vicary, A. M., & Brumbaugh, C. C. (2011). The Experiences in Close Relationships—Relationship Structures questionnaire: A method for assessing attachment orientations across relationships. Psychological Assessment, 23(3), 615–625. https://doi.org/10.1037/a0022898",5,I don't feel comfortable opening up to this person.,False,needs_verification,,,
